sunhl-1th-05-Jan-2017-169 A AP.jpg,sunhl-1th-05-Jan-2017-169 A AP.jpg.mat,0.47143,0.62857,0.44694,0.60408,0.44694,0.59592,0.44286,0.6102,0.45306,0.61224,0.4449,0.61224,0.42653,0.58571,0.39184,0.57551,0.4102,0.57755,0.37347,0.55714,0.38367,0.51837,0.3551,0.50816,0.33673,0.47755,0.29388,0.44082,0.28163,0.42245,0.23673,0.39592,0.089878,0.15881,0.065445,0.14223,0.055846,0.13176,0.041012,0.11693,0.030541,0.11169,0.024433,0.1082,0.02356,0.10646,0.037522,0.11518,0.045375,0.11606,0.075044,0.13962,0.091623,0.15183,0.1274,0.17714,0.13787,0.21204,0.16056,0.22513,0.17627,0.24084,0.18412,0.25916
sunhl-1th-05-Jan-2017-170 A AP.jpg,sunhl-1th-05-Jan-2017-170 A AP.jpg.mat,0.38808,0.59868,0.38808,0.59073,0.37351,0.58411,0.38411,0.59868,0.37351,0.57748,0.36424,0.54967,0.34967,0.54305,0.34305,0.51523,0.32185,0.49801,0.30464,0.45695,0.2702,0.43576,0.23974,0.41192,0.23311,0.41192,0.20927,0.41192,0.22252,0.39073,0.1947,0.39868,0.05826,0.11115,0.06056,0.11844,0.063626,0.1192,0.070525,0.12725,0.075508,0.13453,0.082407,0.1445,0.090456,0.15332,0.099272,0.16328,0.10655,0.1744,0.11844,0.18436,0.1215,0.18819,0.1284,0.19816,0.12725,0.19318,0.1192,0.19624,0.1215,0.19433,0.1123,0.19126
sunhl-1th-05-Jan-2017-171 A AP.jpg,sunhl-1th-05-Jan-2017-171 A AP.jpg.mat,0.39689,0.6939,0.40337,0.68353,0.42023,0.66667,0.42023,0.66407,0.45396,0.66407,0.46433,0.66018,0.45785,0.64332,0.46433,0.64721,0.45396,0.63943,0.44358,0.64332,0.44099,0.61997,0.41375,0.58885,0.40726,0.58625,0.37354,0.55901,0.36965,0.54475,0.34241,0.53826,0.096564,0.14937,0.098373,0.15118,0.098373,0.14828,0.10416,0.15949,0.10778,0.16528,0.11899,0.18119,0.12369,0.18011,0.12839,0.19638,0.13309,0.20398,0.13996,0.21338,0.13996,0.2123,0.12948,0.21519,0.1302,0.2123,0.12297,0.20108,0.11356,0.19168,0.095479,0.17649
sunhl-1th-05-Jan-2017-172 A AP.jpg,sunhl-1th-05-Jan-2017-172 A AP.jpg.mat,0.35865,0.57278,0.36709,0.56962,0.3692,0.56435,0.38819,0.5538,0.39768,0.52848,0.37869,0.51055,0.36498,0.5,0.34283,0.46941,0.31013,0.44937,0.24789,0.40823,0.22679,0.37869,0.18038,0.34705,0.16667,0.35759,0.16245,0.3597,0.16667,0.36603,0.18565,0.39241,0.08426,0.15911,0.10222,0.17066,0.11933,0.17665,0.13302,0.20017,0.13986,0.20744,0.15825,0.23482,0.16638,0.24209,0.17237,0.25706,0.17879,0.26518,0.18905,0.27032,0.18777,0.26861,0.18905,0.26604,0.18178,0.26647,0.17536,0.26133,0.16382,0.25706,0.15269,0.25192
sunhl-1th-05-Jan-2017-172 B AP.jpg,sunhl-1th-05-Jan-2017-172 B AP.jpg.mat,0.38377,0.64583,0.39364,0.63596,0.39474,0.65022,0.39803,0.62719,0.40351,0.60746,0.37939,0.58114,0.37719,0.55044,0.36294,0.5614,0.35417,0.54934,0.31798,0.51754,0.28289,0.48575,0.24452,0.46491,0.21491,0.45285,0.20285,0.44408,0.19846,0.44298,0.20614,0.46053,0.08707,0.18024,0.09273,0.18372,0.11189,0.19155,0.12582,0.19678,0.14976,0.2155,0.15673,0.22638,0.16805,0.25599,0.17936,0.26382,0.18894,0.27645,0.20287,0.28559,0.20287,0.28994,0.20723,0.29168,0.20157,0.28733,0.19983,0.28298,0.18807,0.27471,0.17719,0.27514
sunhl-1th-05-Jan-2017-173 A AP.jpg,sunhl-1th-05-Jan-2017-173 A AP.jpg.mat,0.44764,0.62628,0.45277,0.62936,0.46612,0.62936,0.47433,0.63244,0.48255,0.64271,0.48563,0.64784,0.49076,0.64579,0.49076,0.65606,0.49076,0.66427,0.50411,0.67454,0.50616,0.67454,0.50103,0.67454,0.50924,0.67454,0.50103,0.67762,0.50411,0.67248,0.50103,0.67454,0.20703,0.27733,0.20489,0.27304,0.20274,0.27518,0.19717,0.2739,0.19717,0.26832,0.1856,0.27175,0.18303,0.26661,0.17831,0.26532,0.17188,0.25675,0.15859,0.24646,0.15174,0.24089,0.14488,0.23318,0.14059,0.23661,0.12945,0.22889,0.1303,0.22889,0.12045,0.22332
sunhl-1th-05-Jan-2017-174 A AP.jpg,sunhl-1th-05-Jan-2017-174 A AP.jpg.mat,0.40741,0.58025,0.42312,0.57688,0.4321,0.56341,0.43996,0.57351,0.46128,0.57015,0.4624,0.578,0.48148,0.5982,0.4826,0.60382,0.49719,0.60718,0.49607,0.60943,0.50281,0.61616,0.49495,0.633,0.50281,0.62626,0.4927,0.63636,0.49495,0.63187,0.48485,0.64646,0.16731,0.2187,0.16383,0.22295,0.16577,0.22025,0.16267,0.22257,0.16306,0.22372,0.16731,0.22566,0.16615,0.22798,0.16461,0.23454,0.16345,0.23068,0.16267,0.22952,0.16074,0.22682,0.16036,0.22257,0.15611,0.2245,0.15185,0.22179,0.15031,0.21522,0.14219,0.21175
sunhl-1th-05-Jan-2017-175 A AP.jpg,sunhl-1th-05-Jan-2017-175 A AP.jpg.mat,0.39157,0.5284,0.39587,0.53614,0.39845,0.52926,0.40534,0.52582,0.40792,0.5241,0.41394,0.52238,0.4148,0.52151,0.42169,0.52065,0.41652,0.5241,0.40361,0.51463,0.39501,0.51807,0.40017,0.51893,0.4191,0.50344,0.38554,0.51119,0.38554,0.51463,0.38382,0.51205,0.17267,0.23306,0.17305,0.23035,0.17267,0.22997,0.16609,0.23268,0.16763,0.23268,0.16492,0.23306,0.1657,0.23655,0.16454,0.23151,0.16299,0.22726,0.15254,0.22726,0.15215,0.22455,0.15873,0.22571,0.1537,0.22609,0.15718,0.23229,0.15796,0.23655,0.16415,0.24119
sunhl-1th-05-Jan-2017-176 A AP.jpg,sunhl-1th-05-Jan-2017-176 A AP.jpg.mat,0.41237,0.57732,0.40464,0.5799,0.41237,0.58763,0.40979,0.6018,0.43041,0.58119,0.43557,0.58634,0.44845,0.58763,0.44201,0.58505,0.43686,0.58634,0.4433,0.59021,0.4433,0.5799,0.43299,0.58119,0.42912,0.5683,0.42655,0.57345,0.41624,0.5683,0.41495,0.56572,0.16314,0.22199,0.16159,0.22096,0.15953,0.22406,0.15539,0.22974,0.15849,0.23438,0.15643,0.238,0.15591,0.23748,0.15798,0.24109,0.15849,0.23955,0.15643,0.24213,0.15539,0.24729,0.15488,0.24781,0.15075,0.24677,0.1461,0.24729,0.14713,0.24213,0.13991,0.24987
sunhl-1th-06-Jan-2017-176 B AP.jpg,sunhl-1th-06-Jan-2017-176 B AP.jpg.mat,0.34014,0.54966,0.3551,0.55646,0.36463,0.55374,0.36735,0.56735,0.38912,0.57279,0.39456,0.58231,0.4068,0.56599,0.40408,0.58503,0.42585,0.58367,0.41497,0.57279,0.43537,0.57823,0.42177,0.58367,0.42449,0.58367,0.40816,0.58503,0.42721,0.58503,0.40816,0.59048,0.15128,0.2112,0.14882,0.21022,0.14735,0.21071,0.14047,0.2166,0.1498,0.21709,0.14244,0.22102,0.13802,0.22102,0.14096,0.21758,0.13851,0.21513,0.13065,0.2112,0.13016,0.21071,0.12574,0.20825,0.12377,0.20629,0.11935,0.20481,0.11935,0.20383,0.111,0.20481
sunhl-1th-06-Jan-2017-177 A AP.jpg,sunhl-1th-06-Jan-2017-177 A AP.jpg.mat,0.4901,0.66337,0.5,0.66584,0.5,0.66337,0.5,0.65223,0.48515,0.63366,0.46782,0.61634,0.44926,0.61015,0.42574,0.5854,0.41213,0.5755,0.37624,0.56436,0.3651,0.55446,0.33787,0.53465,0.32921,0.53589,0.35644,0.54332,0.36634,0.54703,0.39356,0.55941,0.13527,0.18317,0.14573,0.20048,0.15499,0.20813,0.16304,0.22866,0.16828,0.2351,0.17311,0.24477,0.17432,0.24557,0.157,0.24758,0.17311,0.23953,0.17069,0.22343,0.16103,0.2194,0.14573,0.20813,0.13446,0.19807,0.11473,0.17713,0.10145,0.17351,0.09058,0.16465
sunhl-1th-06-Jan-2017-177 B AP.jpg,sunhl-1th-06-Jan-2017-177 B AP.jpg.mat,0.47152,0.7404,0.47682,0.73377,0.47815,0.72848,0.48874,0.70993,0.49536,0.69272,0.49934,0.67285,0.50199,0.67285,0.49404,0.65828,0.48079,0.64768,0.46358,0.6106,0.44238,0.59073,0.41325,0.57219,0.39073,0.53245,0.32583,0.49007,0.31788,0.47815,0.29404,0.47417,0.094316,0.15074,0.098105,0.15284,0.10189,0.15537,0.11747,0.16926,0.12632,0.17642,0.13895,0.19537,0.152,0.208,0.16674,0.22821,0.17263,0.23789,0.17811,0.25432,0.18358,0.25684,0.18611,0.26358,0.18695,0.25684,0.17642,0.23832,0.17221,0.23621,0.15832,0.22063
sunhl-1th-06-Jan-2017-177 C AP.jpg,sunhl-1th-06-Jan-2017-177 C AP.jpg.mat,0.46578,0.63432,0.46578,0.63739,0.46782,0.62921,0.46578,0.61593,0.45863,0.62002,0.45557,0.58529,0.45761,0.5904,0.41573,0.55567,0.39734,0.55567,0.37487,0.5332,0.35751,0.50664,0.32482,0.48315,0.32176,0.48008,0.29724,0.46578,0.30133,0.45148,0.31154,0.45659,0.12964,0.18426,0.14309,0.19772,0.15287,0.20098,0.16837,0.22258,0.18019,0.23318,0.19731,0.25968,0.20872,0.2715,0.21402,0.28251,0.22055,0.29352,0.22136,0.29882,0.22218,0.29963,0.22055,0.28944,0.21239,0.28047,0.20179,0.26947,0.19119,0.26172,0.17652,0.23808
sunhl-1th-06-Jan-2017-178 A AP.jpg,sunhl-1th-06-Jan-2017-178 A AP.jpg.mat,0.36964,0.48075,0.32453,0.45545,0.31023,0.42794,0.26843,0.39164,0.25743,0.36854,0.21452,0.32783,0.18042,0.31243,0.16282,0.29153,0.15182,0.27943,0.12761,0.27393,0.10231,0.27393,0.10781,0.26733,0.11221,0.26293,0.11221,0.26073,0.12541,0.26513,0.14191,0.27393,0.078699,0.13536,0.086569,0.14848,0.091291,0.15582,0.11228,0.18153,0.12697,0.19203,0.13851,0.20881,0.15897,0.22508,0.18048,0.24869,0.19517,0.26338,0.21144,0.28017,0.22455,0.29276,0.2361,0.31689,0.24187,0.31742,0.24187,0.32949,0.23872,0.32896,0.2298,0.32162
sunhl-1th-06-Jan-2017-178 B AP.jpg,sunhl-1th-06-Jan-2017-178 B AP.jpg.mat,0.45051,0.56869,0.42525,0.53434,0.41111,0.51616,0.38283,0.46465,0.34646,0.44646,0.32525,0.41212,0.31212,0.38889,0.27172,0.35657,0.2596,0.34141,0.20303,0.28485,0.17576,0.26768,0.13333,0.23636,0.11919,0.22323,0.094949,0.20606,0.092929,0.20808,0.086869,0.20404,0.044318,0.11932,0.048295,0.12727,0.046591,0.12784,0.054545,0.12955,0.058523,0.13523,0.077841,0.14943,0.090341,0.15398,0.11705,0.17386,0.12159,0.18864,0.1517,0.20568,0.16818,0.225,0.18693,0.25227,0.19886,0.2625,0.22727,0.30227,0.23693,0.30909,0.25511,0.3267
sunhl-1th-06-Jan-2017-179 A AP.jpg,sunhl-1th-06-Jan-2017-179 A AP.jpg.mat,0.41478,0.5888,0.40882,0.56853,0.40524,0.55185,0.39333,0.54946,0.39333,0.53874,0.39213,0.53278,0.38379,0.51609,0.37783,0.51251,0.3683,0.50298,0.36591,0.49464,0.36234,0.49464,0.36353,0.50894,0.36949,0.50536,0.35399,0.51847,0.36353,0.50894,0.34088,0.51371,0.11578,0.17244,0.11415,0.17203,0.11415,0.17081,0.11211,0.17448,0.11374,0.17448,0.12556,0.18793,0.13371,0.19323,0.15165,0.21239,0.15491,0.22177,0.1647,0.22829,0.16755,0.234,0.1651,0.23278,0.17081,0.23278,0.16184,0.22381,0.15532,0.21688,0.12678,0.20057
sunhl-1th-06-Jan-2017-180 A AP.jpg,sunhl-1th-06-Jan-2017-180 A AP.jpg.mat,0.48844,0.70612,0.4966,0.69388,0.50748,0.69116,0.49388,0.68299,0.49796,0.67347,0.48844,0.67075,0.48435,0.67075,0.47075,0.67211,0.46122,0.68571,0.45442,0.6449,0.44082,0.63946,0.42993,0.62177,0.44218,0.61633,0.41633,0.62449,0.41905,0.63401,0.42857,0.63946,0.12485,0.18688,0.12207,0.18767,0.12247,0.19006,0.12247,0.18926,0.12445,0.19205,0.12843,0.19443,0.1336,0.19841,0.14473,0.20835,0.14513,0.21034,0.14672,0.21511,0.15348,0.22187,0.14751,0.22227,0.15666,0.22624,0.14553,0.21551,0.14036,0.20994,0.11968,0.19801
sunhl-1th-06-Jan-2017-181 A AP.jpg,sunhl-1th-06-Jan-2017-181 A AP.jpg.mat,0.1547,0.36326,0.19751,0.36602,0.21547,0.39365,0.23343,0.40331,0.25,0.41851,0.24724,0.43785,0.26796,0.44337,0.26796,0.47099,0.28177,0.46823,0.29834,0.48619,0.3011,0.48619,0.3011,0.50138,0.3232,0.50967,0.3232,0.53039,0.33978,0.54558,0.33149,0.55387,0.11448,0.18886,0.11849,0.19154,0.11537,0.18976,0.11047,0.18396,0.10913,0.18174,0.10379,0.16659,0.102,0.16837,0.097105,0.16704,0.10111,0.16837,0.10468,0.16927,0.10869,0.1706,0.11225,0.17996,0.12561,0.18486,0.12339,0.20312,0.13185,0.20267,0.12784,0.20713
sunhl-1th-06-Jan-2017-182 A AP.jpg,sunhl-1th-06-Jan-2017-182 A AP.jpg.mat,0.35665,0.55144,0.37449,0.55967,0.40604,0.57339,0.42387,0.59259,0.4513,0.60768,0.46091,0.61866,0.45953,0.61454,0.4417,0.60494,0.4225,0.56927,0.39918,0.55556,0.39232,0.53772,0.36351,0.53772,0.37449,0.53086,0.35254,0.53772,0.36763,0.5487,0.35665,0.57202,0.10826,0.15883,0.10628,0.17108,0.10984,0.16792,0.10431,0.17305,0.10668,0.17068,0.10312,0.17068,0.10115,0.16634,0.095219,0.16476,0.092849,0.15448,0.087712,0.15765,0.082576,0.15606,0.090083,0.16002,0.093244,0.17108,0.090873,0.17187,0.10312,0.17977,0.099565,0.18649
sunhl-1th-06-Jan-2017-182 B AP.jpg,sunhl-1th-06-Jan-2017-182 B AP.jpg.mat,0.34994,0.52977,0.37546,0.52977,0.38396,0.53341,0.41555,0.56136,0.42527,0.57108,0.44714,0.59295,0.46051,0.59295,0.46294,0.59052,0.44714,0.56501,0.41555,0.55893,0.4034,0.53584,0.39368,0.53584,0.38396,0.50182,0.36574,0.5079,0.35601,0.4921,0.34994,0.52005,0.11746,0.16606,0.11543,0.17456,0.11989,0.17578,0.11705,0.17578,0.11786,0.18023,0.11705,0.1855,0.12434,0.18631,0.12313,0.18874,0.12313,0.17902,0.1126,0.17578,0.10855,0.17173,0.10733,0.17821,0.10733,0.17578,0.098825,0.17699,0.10531,0.17497,0.10531,0.17902
sunhl-1th-06-Jan-2017-182 C AP.jpg,sunhl-1th-06-Jan-2017-182 C AP.jpg.mat,0.37209,0.55,0.38721,0.56047,0.40698,0.56512,0.42791,0.58372,0.45233,0.60349,0.46395,0.6186,0.47558,0.62442,0.4686,0.6186,0.46977,0.60814,0.44302,0.57907,0.4314,0.55814,0.39651,0.53256,0.3814,0.5186,0.34884,0.50349,0.35233,0.49419,0.3186,0.49767,0.097481,0.14823,0.09529,0.1548,0.099306,0.15042,0.096386,0.1548,0.10077,0.15188,0.0931,0.15991,0.10004,0.15663,0.0931,0.15626,0.094195,0.14969,0.095655,0.15115,0.092735,0.15115,0.091274,0.15115,0.089814,0.15444,0.091274,0.15444,0.09456,0.15991,0.10186,0.16648
sunhl-1th-06-Jan-2017-184 A AP.jpg,sunhl-1th-06-Jan-2017-184 A AP.jpg.mat,0.37014,0.58093,0.38519,0.5872,0.38519,0.57089,0.38269,0.56964,0.39147,0.56462,0.39272,0.56587,0.39272,0.55834,0.38519,0.56211,0.38645,0.55583,0.36512,0.53325,0.3601,0.52698,0.33375,0.52823,0.3325,0.51694,0.32748,0.51317,0.31117,0.5069,0.30615,0.52196,0.097222,0.17034,0.096405,0.16953,0.095588,0.16462,0.094771,0.16299,0.091912,0.16871,0.096405,0.16667,0.095588,0.17851,0.095588,0.17933,0.10335,0.1826,0.10662,0.18178,0.11111,0.18178,0.10703,0.18709,0.10948,0.1875,0.10907,0.18873,0.11111,0.18546,0.10825,0.18995
sunhl-1th-06-Jan-2017-187 A AP.jpg,sunhl-1th-06-Jan-2017-187 A AP.jpg.mat,0.3442,0.53019,0.34058,0.53623,0.35386,0.53019,0.3442,0.54227,0.3599,0.53865,0.38527,0.55797,0.40459,0.55556,0.39734,0.56401,0.40459,0.57126,0.38527,0.57367,0.38527,0.55193,0.3756,0.54227,0.3756,0.52657,0.35024,0.51691,0.3442,0.52295,0.3285,0.51449,0.099553,0.1607,0.099553,0.15585,0.10254,0.15958,0.099553,0.16145,0.1003,0.16257,0.095451,0.16368,0.098061,0.16145,0.09918,0.15735,0.096197,0.16518,0.10403,0.16629,0.10776,0.16816,0.10403,0.17114,0.10589,0.17487,0.10999,0.17673,0.10999,0.18867,0.10887,0.18158
sunhl-1th-06-Jan-2017-188 B AP.jpg,sunhl-1th-06-Jan-2017-188 B AP.jpg.mat,0.5036,0.6742,0.48921,0.66495,0.48613,0.6557,0.47482,0.64132,0.45015,0.60432,0.39568,0.49538,0.32477,0.41932,0.25488,0.3556,0.21069,0.33813,0.1593,0.31449,0.14491,0.30216,0.13464,0.29291,0.1593,0.28777,0.17883,0.30113,0.21274,0.3186,0.23433,0.33402,0.14686,0.19731,0.15863,0.20964,0.18161,0.23879,0.18722,0.25,0.20628,0.26738,0.21749,0.28531,0.23206,0.30213,0.23767,0.30661,0.23935,0.31166,0.23543,0.31502,0.23543,0.31726,0.23318,0.30942,0.22702,0.30213,0.22478,0.30157,0.22365,0.29652,0.21805,0.29652
sunhl-1th-06-Jan-2017-189 A AP.jpg,sunhl-1th-06-Jan-2017-189 A AP.jpg.mat,0.43963,0.61404,0.43653,0.61404,0.44685,0.60888,0.44479,0.61094,0.44685,0.60578,0.44685,0.60062,0.45304,0.59546,0.44995,0.59546,0.44995,0.58204,0.44479,0.58927,0.44685,0.59236,0.44479,0.59752,0.44169,0.59752,0.44169,0.60578,0.43344,0.60268,0.42621,0.5872,0.18274,0.25177,0.17566,0.24602,0.17434,0.24823,0.17566,0.25044,0.17699,0.24956,0.1677,0.24956,0.17345,0.25398,0.17345,0.25177,0.18097,0.25133,0.18319,0.24646,0.17965,0.24646,0.18097,0.25,0.17876,0.24336,0.17522,0.24912,0.1823,0.25,0.17965,0.25708
sunhl-1th-06-Jan-2017-190 A AP.jpg,sunhl-1th-06-Jan-2017-190 A AP.jpg.mat,0.42074,0.58164,0.42312,0.58164,0.42312,0.5876,0.4267,0.57211,0.43623,0.56973,0.43623,0.56377,0.4267,0.54112,0.39571,0.51371,0.38379,0.49821,0.37068,0.48272,0.35161,0.47318,0.31466,0.43862,0.29321,0.42074,0.25626,0.40524,0.25626,0.38379,0.2348,0.38617,0.075722,0.12763,0.070648,0.12842,0.0726,0.12959,0.071819,0.13466,0.076112,0.13622,0.075332,0.14325,0.08548,0.14715,0.095628,0.1573,0.098361,0.15964,0.10773,0.17564,0.11983,0.17799,0.12998,0.18891,0.13115,0.19204,0.13427,0.20414,0.13622,0.21038,0.13622,0.21624
sunhl-1th-06-Jan-2017-191 A AP.jpg,sunhl-1th-06-Jan-2017-191 A AP.jpg.mat,0.38889,0.54882,0.39394,0.57239,0.40404,0.57912,0.41077,0.59091,0.42256,0.58418,0.43098,0.60774,0.43098,0.60438,0.43434,0.60774,0.44108,0.61111,0.43771,0.59933,0.43266,0.59259,0.42424,0.59091,0.42256,0.58418,0.41751,0.58249,0.41751,0.59933,0.41077,0.60606,0.12577,0.18532,0.12423,0.18532,0.12474,0.18634,0.12423,0.1848,0.1232,0.18224,0.12218,0.18224,0.1232,0.18275,0.12577,0.18224,0.1309,0.18686,0.13347,0.1848,0.1345,0.18891,0.13193,0.18737,0.12577,0.18532,0.12782,0.1848,0.12526,0.1848,0.1114,0.18429
